7.350126802934418002e-01,6.296923950245666424e-01,5.118190678454326292e-01,7.717570059645837421e-01,6.601505383644165059e-01,1.542957625225982454e-01,1.062097001635422089e+00,-2.347075063394046257e-01,-2.698850482319639088e-01,4.205112565542898917e-01,-2.790435818157493975e-01,4.751300702634240203e-01,-5.537349120809231806e-01,7.498180659039476170e-01,-4.334001172356458098e-01,7.653697194069712939e-01,-7.029268822430731478e-02,1.100297504006605420e+00,2.165045693263969173e-01,1.039460961910730896e+00,-2.610909427009989736e-01,2.401815533323586535e-02,3.306675159718701074e-01,6.582299126718989257e-03,8.246481543310079168e-03,6.734035887346347948e-01,0.000000000000000000e+00
5.962544940331415688e-01,9.909300220798572534e-02,-2.308682194697569273e-02,8.723015878784734500e-01,4.323465252461989872e-01,-7.221852303183176058e-01,2.867356187469766171e-01,-1.395888588025526733e-01,1.078887855629267589e+00,5.298231183953469592e-02,4.941701641191695304e-01,6.930765051685052747e-01,7.757063798812910416e-02,1.446952566507999416e+00,-1.018388508645344664e-01,8.777970993445060044e-01,3.263381062963089385e-01,5.846185242762019785e-01,4.387067029131763163e-01,7.454467345052099292e-01,-4.085024404509690621e-01,5.768131276698734017e-02,5.069447685301641249e-01,1.717744326355679363e-01,4.790460322089197809e-01,5.262545101965694361e-01,0.000000000000000000e+00
9.465505801584268575e-01,1.331076766608303652e+00,2.449577775900421694e-02,5.756688430383606614e-02,-1.705067359506727900e-02,-6.515239531908258164e-02,1.250592794493734061e+00,4.993412576514502654e-01,-7.477106883451657415e-01,-1.845521430704245847e-01,-9.123077748100394402e-01,1.010524648073058085e+00,-5.478032418218222732e-01,4.266222300259486233e-01,-3.567006747984950987e-01,6.102248361596421811e-01,-7.589290985403364109e-01,6.465599011806387741e-01,-5.983839625652407346e-01,-2.700276263520957065e-01,-9.648382409362769030e-01,3.339680420905605240e-01,-7.599890779941239627e-01,-3.233589446567528558e-01,-2.568212642554911218e-01,-6.340499109771574604e-02,0.000000000000000000e+00
1.584218793633396904e+00,7.993073934539479675e-01,-9.889894830347691901e-01,-3.640746426018101056e-01,-7.733938877833967940e-01,-1.459620281119338836e+00,3.537887568095517410e-01,8.736666095278646793e-01,9.212490464500605603e-01,-4.579191545746855163e-01,3.975173395209599669e-01,1.464656102357004275e-01,5.346528536038169799e-01,2.238239905252855932e-01,1.318522381885927297e+00,4.205716752706699091e-01,6.655877617496113174e-01,6.913736205516027855e-01,4.017881702644358066e-01,-2.681445291603264947e-01,1.359313260341359353e-01,2.947766947422704453e-02,3.699361519321379271e-02,2.525377509021418665e-01,4.013288139982375546e-01,-3.159543381195490386e-01,0.000000000000000000e+00
9.460484501629314036e-02,3.173287943390831062e-02,6.191303902510196799e-01,6.091152217886910275e-02,4.607483515906590221e-01,7.522067974285230330e-01,6.769805286753384221e-01,-5.446324003234141037e-02,-1.059605423622180798e+00,-7.256985820742501980e-01,-2.451849279060122733e+00,-1.066678200276249266e-01,-1.739458502551331609e+00,-5.412321626006899589e-01,-3.605369242149591980e-01,-4.248028022007333537e-01,-7.532907409632908502e-01,-6.442870337004231729e-01,-2.917263746281625325e-01,-1.510451427760685528e+00,-9.570631706124339555e-01,-9.328360275895245524e-01,-3.491401629960575459e-01,-1.141048611604121438e-01,-4.850891563243622251e-01,-2.089286232522617581e+00,0.000000000000000000e+00
-2.087257229853904921e-03,2.158526148962957858e-01,6.116668297132983323e-01,8.135879798561642534e-03,3.723306296814830052e-01,5.102278768724509694e-01,5.317198670490361767e-01,-3.652020627630074290e-01,-1.926661395123870635e-01,-2.373506828000400970e-01,-1.557648096644570046e+00,-2.869151503662121031e-02,-1.417413620420654219e+00,-3.083204811127308043e-01,1.291868591799488486e-01,-6.857981513102937576e-01,-5.656549282901444098e-01,-5.863542328934380210e-01,-6.659260725395562686e-01,-1.966533455412331266e+00,-4.368688250103909543e-02,-1.125267937491973846e+00,3.040857059622235070e-01,-5.493087717932911840e-01,-1.664008849012045543e-01,-1.322288610269896969e+00,0.000000000000000000e+00
-1.730320941779031063e-01,8.086589392405271193e-01,-1.717531903852090036e-01,-9.439060587022576332e-01,-2.335676314708172718e-01,-1.713093077818788057e-01,4.303814323177355128e-01,1.046810919196487083e-01,-1.095075222202009035e+00,-1.094138368765314451e-01,1.175721770961976054e+00,-9.679698249627094464e-01,-1.433095702146478745e+00,-5.615028560896935250e-01,4.473854594419364727e-01,-1.243592890700696119e+00,-8.383055726791141093e-04,-6.922367898348371629e-01,-2.386740894130937873e-01,-1.967097209865408702e+00,-4.995944722964238416e-01,-1.942318130200323845e+00,-1.335640494144315182e+00,-1.533674991003578514e+00,-2.604699756042414549e-01,-9.759188642915880285e-01,0.000000000000000000e+00
8.424275140869899592e-02,6.538334233789353522e-01,-1.871422686723810958e-01,-4.170874056141781749e-01,-9.234682540839832254e-02,-5.473327823541936921e-01,5.191239765257351646e-01,3.439827007249080526e-01,-6.298954486631673788e-01,2.864122058079650590e-01,6.916771143340062489e-01,-1.021725063686339391e-01,-1.396257273773323426e+00,1.556070354267904410e-01,-2.923108081940707370e-01,-9.941995786437851645e-01,-8.324102566684460358e-02,-1.267277075911088735e+00,2.356143683990490345e-01,-1.604825437843507396e+00,-9.199261386831304455e-01,-1.644083884913266846e+00,-1.271793543020385275e+00,-2.429234062833354635e+00,-5.516155984868360562e-01,-1.434048025348554800e+00,0.000000000000000000e+00
1.650161587002846986e+00,8.185928824098620549e-01,3.748127937507967355e-01,8.528070585598882536e-01,6.379005991788724295e-01,-4.632408170545658233e-01,9.980259022824912174e-01,-1.975901884662574770e-01,-5.780784795530818226e-02,6.357287373037157074e-01,-4.278931639019331601e-01,5.919982664005365436e-01,-1.225713380841264799e+00,1.420590016522999433e+00,-3.642864132812105304e-01,2.007031734223467367e+00,1.597603390551700919e-01,8.300250326351735763e-01,-1.195270882774392751e+00,9.081012743522852704e-01,-2.632975834147431304e-01,-3.750360899543180304e-01,-6.353207437738562779e-01,7.359056699582569028e-01,1.343850332025433802e+00,-1.642038359543356030e-01,0.000000000000000000e+00
-4.409268087186291041e-01,-1.261993703887222262e-01,5.813565662009020363e-01,6.909377739732176504e-01,7.821273572901993321e-01,2.938364497111057433e-02,2.403261311394566113e-01,-4.834150975108368886e-01,8.748564698607942669e-02,2.320146522096026565e-01,-1.441989180796354963e+00,5.973718027155358601e-02,1.618444499373317786e-03,1.993089499585096458e-01,-7.088815003901821621e-01,-5.079206367771574998e-02,2.575709625092403865e-01,3.455360196981486220e-01,8.221702782366214768e-01,-1.042056207784060495e+00,5.631000992895288659e-01,-3.278604865526663081e-01,2.893222489649773244e-01,-4.355490044718385856e-01,1.222560503988467273e+00,-4.923076693305913354e-01,0.000000000000000000e+00
